"Project ID","Compliance Program ID","Cooperative/ Aggregate ID","Project Developer","Project Owner","Project Name","Offset Project Operator","Authorized Project Designee","Verification Body","Project Type","Status","Compliance Program Status","Project Site Location","Project Site State","Project Site Country","Additional Certification(s)","SDG Impact","Project Notes","Total Number of Offset Credits Registered ","Project Listed Date","Project Registered Date","Documents","Data","Project Website",
"CAR396","N/A","","EcoSecurities International Limited","EcoSecurities International Limited","Intrepid Technology Resources, Inc. Anaerobic Digester at the Whitesides Dairy Farm","","","First Environment, Inc.","Livestock Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Rupert","IDAHO","US","","","Moved to completed 3/14/2013 (missed annual reporting requirement)","31193","08/13/2008","07/31/2009","View","View","",
"CAR1978","N/A","","INV Nylon Chemicals Americas, LLC","INV Nylon Chemicals Americas, LLC","Invista Victoria AAP-VNOX Unit","","","","Adipic Acid","Completed","Not ARB or WA ECO Eligible","Victoria County, Victoria","TEXAS","US","","","","","05/24/2024","","View","View","",
"CAR1977","N/A","","INV Nylon Chemicals Americas, LLC","INV Nylon Chemicals Americas, LLC","Invista Victoria NAP-AOP Unit","","","","Nitric Acid N2O- Secondary Catalyst","Completed","Not ARB or WA ECO Eligible","Victoria County, Victoria","TEXAS","US","","","","","05/24/2024","","View","View","",
"CAR1289","CAOD5399","","Irony, LLC","Irony, LLC","Irony","Irony LLC","None","","Ozone Depleting Substances - U.S. - ARB Compliance","Completed","Active ARB Project","Bowling Green","OHIO","US","","","","8330","08/27/2018","12/17/2018","View","View","",
"CAR1862","N/A","","The Climate Trust","GQ Sustain, LLC","IX Ranch","","","Aster Global Environmental Solutions, Inc.","Avoided Grassland Conversion","Listed","Not ARB or WA ECO Eligible","Blain and Chouteau Counties","MONTANA","US","","","","","10/26/2023","","View","View","",
"CAR1366","N/A","CARC1519","ASOCIACI�N DE SILVICULTORES DE LA REGI�N FORESTAL PACHUCA Y TULANCINGO, A.C.","Ejido Ixtula y Sembo","Ixtula y Sembo - ASRTulancingo","","","Asociacion de Normalizacion y Certificacion, S.A. de C.V.","Forestry - MX","Registered","Not ARB or WA ECO Eligible","Huasca de Ocampo; El Zembo","HIDALGO","MX","","","","1040","06/24/2019","02/25/2021","View","View","",
"CAR2177","CALS7177","","California Bioenergy, LLC","California Bioenergy, LLC","James Ahlem Biogas LLC","James Ahlem Biogas LLC","California Bioenergy LLC","","Livestock - ARB Compliance","Listed","Proposed Project","Hilmar","CALIFORNIA","US","","","","","05/01/2026","","View","View","",
"CAR880","N/A","","Anew Environmental, LLC","Anew Environmental, LLC","Johnston County Landfill Project","","","First Environment, Inc.","Landfill Gas Capture/Combustion","Registered","Not ARB or WA ECO Eligible","Johnston County, NC","NORTH CAROLINA","US","","","","264984","07/21/2011","02/18/2014","View","View","",
"CAR646","N/A","","AMC Maine Woods Initiative LLC","AMC Maine Woods Initiative LLC","Katahdin Iron Works Ecological Reserve","","","","Improved Forest Management","Registered","Not ARB or WA ECO Eligible","Piscataquis County, Maine; east of Greenville","MAINE","US","","","Credits may only be used in voluntary offset market; not CARB eligible. Contact Reserve for details","201642","02/11/2011","01/29/2014","View","View","www.outdoors.org",
"CAR522","N/A","","Advanced Disposal Services Blue Ridge Landfill, Inc.","Advanced Disposal Services Blue Ridge Landfill, Inc.","Kentucky Blue Ridge Landfill","","","SES, Inc.","Landfill Gas Capture/Combustion","Registered","Not ARB or WA ECO Eligible","Irvine","KENTUCKY","US","","7. Affordable and Clean Energy;9. Industry, Innovation and Infrastructure;13. Climate Action","","405682","11/19/2009","09/30/2010","View","View","",
"CAR1489","CAFR5377","","Yurok Tribe","Yurok Tribe","Kepel Creek Improvement Forest Management Project","Yurok Tribe","None","","Improved Forest Management - ARB Compliance","Listed","Active ARB Project","Klamath","CALIFORNIA","US","","","Project has been transferred from ACR377","","12/09/2021","","View","View","",
"CAR2112","CAMM5931","","Keyrock Environment,LLC","Keyrock Environment,LLC","Kielty Abandoned Mine Methane Recovery Project","Keyrock Environment LLC","None","Agri-Waste Technology, Inc.","Mine Methane Capture - ARB Compliance","Registered","Active ARB Project","Delbarton","WEST VIRGINIA","US","","","","147508","03/06/2025","12/15/2025","View","View","none",
"CAR621","N/A","","Kimble Company","Kimble Company","Kimble Sanitary Landfill Gas Project","","","","Landfill Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Dover","OHIO","US","","","","1684325","04/22/2010","09/28/2011","View","View","",
"CAR1822","CAFR6822","","The Kings Grove, Inc.","The Kings Grove, Inc.","Kings Grove","The Kings Grove","None","","Improved Forest Management - ARB Compliance","Registered","Proposed Project","San Mateo County","CALIFORNIA","US","","","","464245","08/30/2023","03/11/2025","View","View","",
"CAR1948","N/A","","Eco Material Technologies Inc","Eco Material Technologies Inc","Kirkland Natural Pozzolan SCM Project","","","","Low Carbon Cement","Registered","Not ARB or WA ECO Eligible","Skull Valley, AZ","ARIZONA","US","","9. Industry, Innovation and Infrastructure;11. Sustainable Cities and Communities;12. Responsible Consumption and Production;13. Climate Action","","82182","02/12/2024","12/16/2024","View","View","www.ecomaterial.com",
"CAR1614","CAFR6614","","Acer Klamath Forest LLC","Acer Klamath Forest LLC","Klamath Forest Carbon Project","Acer Klamath Forest LLC","None","","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Siskiyou County, CA and Jackson County, OR","CALIFORNIA","US","","","","600770","09/19/2022","08/20/2025","View","View","",
"CAR761","N/A","","L and D Landfill, Limited Partnership","L and D Landfill, Limited Partnership","L and D Landfill Methane Destruction Project","","","","Landfill Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Sacramento","CALIFORNIA","US","","","","125797","07/01/2010","","View","View","",
"CAR2016","N/A","CARC1980","ASOCIACI�N DE SILVICULTORES DE LA REGI�N FORESTAL PACHUCA Y TULANCINGO, A.C.","EJIDO LA CUMBRE","La Cumbre-ASRTulancingo 2F","","","","Forestry - MX","Listed","Not ARB or WA ECO Eligible","LOC. LA CUMBRE DE MURIDORES, SAN BARTOLO TUTOTEPEC","HIDALGO","MX","","","","","02/20/2026","","View","View","https://www.forestradeco2.com",
"CAR1355","N/A","CARC1519","ASOCIACI�N DE SILVICULTORES DE LA REGI�N FORESTAL PACHUCA Y TULANCINGO, A.C.","Ejido La Estancia","La Estancia - ASRTulancingo","","","Asociacion de Normalizacion y Certificacion, S.A. de C.V.","Forestry - MX","Registered","Not ARB or WA ECO Eligible","Singuilucan; La Estancia","HIDALGO","MX","","","","2014","06/24/2019","02/25/2021","View","View","",
"CAR1485","N/A","CARC1478","Toroto SAPI de CV","La Gloria de Gante","La Gloria de Gante","","","Asociacion de Normalizacion y Certificacion, S.A. de C.V.","Forestry - MX","Completed","Not ARB or WA ECO Eligible","Municipio de Tapachula","CHIAPAS","MX","","","","","04/13/2021","","View","View","www.guadalupezaju.com",
"CAR2017","N/A","CARC1980","ASOCIACI�N DE SILVICULTORES DE LA REGI�N FORESTAL PACHUCA Y TULANCINGO, A.C.","EJIDO LA MESA","La Mesa-ASRTulancingo 2F","","","","Forestry - MX","Listed","Not ARB or WA ECO Eligible","lOC. LA MESA, ACAXOCHITLAN","HIDALGO","MX","","","","","02/20/2026","","View","View","https://www.forestradeco2.com",
"CAR1019","N/A","","Energ�a Renovable de Cuautla S.A. de C.V.","Energ�a Renovable de Cuautla S.A. de C.V.","LA PERSEVERANCIA BIOGAS PLANT","","","","Landfill - MX","Registered","Not ARB or WA ECO Eligible","CUAUTLA","MORELOS","MX","","","","62745","10/22/2013","07/18/2018","View","View","",
"CAR1568","N/A","","Toroto SAPI de CV","Ejido Laguna Om","Laguna Om","","","","Forestry - MX","Registered","Not ARB or WA ECO Eligible","Oth�n P Blanco","QUINTANA ROO","MX","","","","1196384","06/01/2022","02/16/2024","View","View","www.toroto.mx/en/projects",
"CAR1294","CALS5394","","Camco Offsets I, LLC","Camco Offsets I, LLC","Lakeshore Dairy","Lakeshore Dairy, LLC","Camco Offsets I, LLC","","Livestock - ARB Compliance","Completed","Terminated","Wilson, NY","NEW YORK","US","","","","14632","02/17/2018","09/15/2020","View","View","",
"CAR1316","CALS6316","","California Bioenergy, LLC","California Bioenergy, LLC","Lakeview Farms Dairy","ABEC #3 LLC","California Bioenergy LLC","SES, Inc.","Livestock - ARB Compliance","Registered","Active ARB Project","Bakersfield","CALIFORNIA","US","","","","156523","09/05/2018","09/03/2019","View","View","http://calbioenergy.com/",
"CAR2137","N/A","","Eco Material Technologies Inc","Eco Material Technologies Inc","Lakeview Natural Pozzolan (SCM) Project","","","","Low Carbon Cement","Listed","Not ARB or WA ECO Eligible","Lakeview, OR","OREGON","US","","","","","07/02/2025","","View","View","www.ecomaterial.com",
"CAR1253","CALS5319","","Camco Offsets I, LLC","Camco Offsets I, LLC","Lambs Dairy Digester","Lamb Farms, Inc.","Camco Offsets I, LLC","","Livestock - ARB Compliance","Completed","Terminated","Oakfield, New York","NEW YORK","US","","","","42579","02/23/2017","05/23/2018","View","View","",
"CAR509","N/A","","Larimer Energy, LLC","Larimer Energy, LLC","Larimer County Landfill Gas Project","","","","Landfill Gas Capture/Combustion","Registered","Not ARB or WA ECO Eligible","Larimer County, Colorado","COLORADO","US","","","","184522","10/30/2009","03/30/2011","View","View","",
"CAR1354","N/A","CARC1519","ASOCIACI�N DE SILVICULTORES DE LA REGI�N FORESTAL PACHUCA Y TULANCINGO, A.C.","Ejido Las Puentes y Anexos","Las Puentes y Anexos - ASRTulancingo","","","Asociacion de Normalizacion y Certificacion, S.A. de C.V.","Forestry - MX","Registered","Not ARB or WA ECO Eligible","Cuautepec de Hinojosa; Las Puentes","HIDALGO","MX","","","","6424","06/24/2019","02/25/2021","View","View","",
"CAR1408","CAFR6408","","Sierra Pacific Industries","Sierra Pacific Industries","Lassen","Sierra Pacific Industries","None","","Improved Forest Management - ARB Compliance","Registered","Active Registry Project","Shasta County","CALIFORNIA","US","","","Project combined with CAR1402 and CAR1407","729860","08/17/2020","06/07/2022","View","View","",
"CAR1274","CALS5374","","3Degrees Group, Inc","3Degrees Group, Inc","Lawnhurst Farms Methane Reduction Project","3Degrees Group, Inc","None","","Livestock - ARB Compliance","Completed","Terminated","Ontario County","NEW YORK","US","","","","33378","09/20/2017","02/27/2020","View","View","",
"CAR1050","N/A","","City of Lawton","City of Lawton","Lawton GCCS","","","","Landfill Gas Capture/Combustion","Registered","Not ARB or WA ECO Eligible","City of Lawton, Comanche County","OKLAHOMA","US","","","","402275","02/04/2014","09/25/2015","View","View","",
"CAR445","N/A","","Lancaster County Solid Waste Management Authority","Lancaster County Solid Waste Management Authority","LCSWMA Landfill Gas-to-Energy Project","","","","Landfill Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Conestoga","PENNSYLVANIA","US","","","","415917","05/04/2009","01/15/2010","View","View","www.lcswma.org",
"CAR2168","CALS7168","","California Bioenergy, LLC","California Bioenergy, LLC","Leal Dairy Biogas LLC","Leal Dairy Biogas LLC","California Bioenergy LLC","","Livestock - ARB Compliance","Listed","Proposed Project","Tulare","CALIFORNIA","US","","","","","12/30/2025","","View","View","https://calbioenergy.com/",
"CAR2087","CALS7087","","3Degrees Group, Inc","3Degrees Group, Inc","Lent Hill Ag-Grid Biogas-to-Electricity Project","3Degrees Group, Inc","None","","Livestock - ARB Compliance","Registered","Proposed Project","Steuben County, New York","NEW YORK","US","","","","10055","02/14/2025","03/30/2026","View","View","",
"CAR2140","N/A","","3Degrees Group, Inc","3Degrees Group, Inc","Lent Hill Ag-Grid Biogas-to-Electricity Project","3Degrees Group, Inc.","None","","Livestock Gas Capture/Combustion","Listed","Not ARB or WA ECO Eligible","Steuben County, New York","NEW YORK","US","","","","","06/12/2025","","View","View","",
"CAR1096","N/A","","ClimeCo LLC","ClimeCo LLC","Lenz Composting","","","Agri-Waste Technology, Inc.","Organic Waste Composting","Registered","Not ARB or WA ECO Eligible","5210 SR 532 Stanwood WA 98292 (Snohomish County)","WASHINGTON","US","","6. Clean Water and Sanitation;11. Sustainable Cities and Communities;12. Responsible Consumption and Production;13. Climate Action","","136806","10/10/2014","12/30/2015","View","View","",
"CAR2164","CALS7164","","California Bioenergy, LLC","California Bioenergy, LLC","Lerda-Goni Farms Biogas LLC","Lerda-Goni Farms Biogas LLC","California Bioenergy LLC","","Livestock - ARB Compliance","Listed","Proposed Project","Tulare","CALIFORNIA","US","","","","","12/22/2025","","View","View","https://calbioenergy.com/",
"CAR1259","N/A","CARC1394","Climate Trust Capital Fund I LP","The Nature Conservancy","Lightning Creek Ranch","","","","Avoided Grassland Conversion","Registered","Not ARB or WA ECO Eligible","Wallowa County","OREGON","US","","6. Clean Water and Sanitation;13. Climate Action;15. Life on Land","","35194","05/10/2017","12/17/2019","View","View","",
"CAR1077","CALS5075","","CSE Operating II, LLC","CSE Operating II, LLC","Linde","CSE Operating II, LLC","None","","Livestock - ARB Compliance","Completed","Terminated","White, S. Dakota","SOUTH DAKOTA","US","","","","2975","07/08/2014","04/06/2015","View","View","",
"CAR634","N/A","","CSE Operating II, LLC","CSE Operating II, LLC","Linde Dairy","","","","Livestock Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Brookings County; White, SD","SOUTH DAKOTA","US","","","","7171","04/18/2011","12/01/2011","View","View","",
"CAR590","N/A","","Sempervirens Fund","Sempervirens Fund","Lompico Forest Carbon Project","","","Environmental Services, Inc.","Improved Forest Management","Registered","Not ARB or WA ECO Eligible","Santa Cruz County","CALIFORNIA","US","","","","17172","01/28/2010","08/27/2010","View","View","www.sempervirens.org",
"CAR1361","N/A","CARC1519","ASOCIACI�N DE SILVICULTORES DE LA REGI�N FORESTAL PACHUCA Y TULANCINGO, A.C.","Ejido Los Romeros","Los Romeros - ASRTulancingo","","","Asociacion de Normalizacion y Certificacion, S.A. de C.V.","Forestry - MX","Registered","Not ARB or WA ECO Eligible","Santiago Tulantepec; Los Romeros","HIDALGO","MX","","","","3472","06/24/2019","03/09/2021","View","View","",
"CAR1554","CAFR6554","","Restoration Forestry, Inc.","Restoration Forestry, Inc.","Lost Coast Forestlands Improved Forest Management Project","Lost Coast Forestlands, LLC.","None","","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Humboldt and Mendocino Counties","CALIFORNIA","US","","","","578501","04/01/2022","06/15/2023","View","View","",
"CAR2088","CAMM5771","","Keyrock Energy, LLC","Keyrock Energy, LLC","Lowry Mine Methane Incineration Project","Keyrock Energy, LLC","None","","Mine Methane Capture - ARB Compliance","Registered","Active ARB Project","Homer City","PENNSYLVANIA","US","","","","36220","02/07/2025","08/01/2025","View","View","none",
"CAR455","N/A","","3Degrees Group, Inc","3Degrees Group, Inc","LP Gill Landfill Gas Recovery Project","","","","Landfill Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Jackson","NEBRASKA","US","","","","394615","05/06/2009","11/11/2009","View","View","",
"CAR1332","CAFR6332","","Spatial Informatics Group, LLC","Spatial Informatics Group, LLC","Lubrecht Experimental Forest Carbon Project","Montana Forest & Conservation Experiment Station (MFCES)","Spatial Informatics Group LLC","","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Missoula County","MONTANA","US","","","","786054","04/04/2019","09/18/2020","View","View","",
