"Program","Project ID","Project Name","Proponents","Authorized Representative Organization Name","Sectoral Scope","PUBLIC_VIEW_REPORTS_PROJECTS.pubReportsProjectsList.AFOLUActivities","Methodology","Estimated Average Annual Emission Reductions and Carbon Dioxide Removals","Sustainable Development Contributions","Validator","Region","Country","State/Province","Estimated Project Start Date","Crediting Period Duration Start Date","Crediting Period Duration End Date","Crediting Period Term","Project Registration Date","Status"
"Verified Carbon Standard","4658","Lavardin Improved Forest Management through the Extension of Rotation Age","Pike Carbosur S.A. (PP)","","Agriculture Forestry and Other Land Use","IFM","VM0003 (Version 1.3)","12679","","AENOR CONFIA, S.A. (UNIPERSONAL)","Latin America","Uruguay","Lavalleja, Rocha, TreintayTres, Maldonado, Florida","01 Sep 2022","01 Sep 2022","31 Aug 2122","1","","Under validation (Public comment period closed)"
"Verified Carbon Standard","5177","Lavushimanda Community Conservation Project","WeForest Zambia Ltd (PP)","","Agriculture Forestry and Other Land Use","REDD","VM0048 (Version NA)","63163","","","Africa","Zambia","Muchinga Province","01 Jan 2024","01 Jan 2024","31 Dec 2063","1","","Pipeline listing (under development) approved"
"Verified Carbon Standard","5479","LEAK DETECTION AND REPAIR PROGRAM - GLI, AZERBAIJAN","ICA-Finance AS (PP)","","Fugitive emissions from fuels (solid, oil and gas)","","AM0023 (Version NA)","45405","","DNV Business Assurance India Pvt Ltd","Asia","Azerbaijan","","01 Jan 2026","01 Jan 2026","31 Dec 2035","1","","Under validation (Public comment period closed)"
"Verified Carbon Standard","219","Lealena 1, Utilization of Coal-Mine-Methane","Carbon-TF B.V.","","Mining/mineral production","","ACM0008 (Version NA)","15019","","TÜV NORD CERT GmbH","","Germany","","01 Dec 2005","06 Apr 2020","05 Apr 2030","1","06 Apr 2020","Late to Verify"
"Verified Carbon Standard","1227","Lebu III Wind Farm Project","NSL Eólica Limitada","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version 13)","303299","","TÜV NORD CERT GmbH","Latin America","Chile","Arauco Province","01 Jun 2015","01 Jun 2015","31 May 2025","1","06 Apr 2020","Late to Verify"
"Verified Carbon Standard","4543","Leconi Agroforestry Project in Haut-Ogooue (LAPHO)","AERA Group (PP)","","Agriculture Forestry and Other Land Use","ARR","AR-ACM0003 (Version NA)","1054763","","","Africa","Gabon","Haut-Ogooué","01 Sep 2023","01 Sep 2023","31 Aug 2043","1","","Pipeline listing (under development) approved"
"Verified Carbon Standard","3460","LED distribution project by EKI Energy Services Limited","EKI Energy Services Limited (PP)","","Energy demand","","AMS-II.C. (Version NA)","18778","","","Asia","India","India","24 Sep 2022","24 Sep 2022","23 Sep 2029","1","16 Jul 2024","Registered"
"Verified Carbon Standard","290","Lee County Waste To Energy Facility 2007 Capital Expansion Project VCU","Lee County Board of County Commissioners SW Div. (PP)","","Energy industries (renewable/non-renewable sources), Waste handling and disposal","","ACM0022 (Version NA)","10864","","TÜV SÜD America Inc.","North America","United States of America","FL","18 Aug 2007","18 Aug 2017","17 Aug 2027","2","06 Apr 2020","Verification approval requested"
"Verified Carbon Standard","4660","Legacy Forest Climate Initiative","PotlatchDeltic Corporation","","Agriculture Forestry and Other Land Use","IFM","VM0010 (Version NA)","163000","","EPIC Sustainability Services Private Limited","North America","United States of America","AR","01 Jan 2021","01 Jan 2021","31 Dec 2050","1","","Under validation (Public comment period closed)"
"Verified Carbon Standard","4794","Leiyang Hexi Animal Manure Composting Project","Leiyang Cailun Contemporary Agricultural Science and Technology Park Development Co., Ltd.","","Waste handling and disposal","","AMS-I.D. (Version NA), AMS-III.F. (Version NA), AMS-III.Y. (Version NA)","59972","","CTI Certification Co., Ltd.","Asia","Mainland China","Hunan","28 Mar 2022","28 Mar 2022","27 Mar 2029","1","13 Nov 2024","Registered"
"Verified Carbon Standard","3232","Letung Water Management with Rice Cultivation","Hainan Sunsea Ecological Agriculture Technology Co., Ltd.","","Agriculture Forestry and Other Land Use","ALM","AMS-III.AU. (Version 4)","58777","","China Testing & Certification International Group Co., Ltd. (CTC)","Asia","Mainland China","Hainan","30 Mar 2018","30 Mar 2018","29 Mar 2025","1","","Rejected by Administrator"
"Verified Carbon Standard","4285","Leveraging carbon finance for smallholder farmers in India","Value Network Ventures Advisory Services PTE. LTD","","Agriculture Forestry and Other Land Use","ALM","VM0017 (Version 1)","8030","","EcoLance Private Limited","Asia","India","Maharashtra","27 May 2023","27 May 2023","26 May 2043","1","23 Dec 2025","Registered"
"Verified Carbon Standard","3984","Leyuan ANIMAL Husbandry Weixian Co., Ltd. NO. 4 Pasture Wastes Recycling Project","Hebei Zhonghai Huaneng Energy Co., Ltd","","Energy industries (renewable/non-renewable sources), Waste handling and disposal","","AMS-I.D. (Version NA), AMS-III.D. (Version NA)","57220","","China Classification Society Certification Company (CCSC)","Asia","Mainland China","Heibei","21 Mar 2021","21 Mar 2021","20 Mar 2028","1","22 Dec 2023","Registered"
"Verified Carbon Standard","235","LG Hausys Ulsan plant fuel switching project","Korea Energy Management Corporation (PP)","","Energy industries (renewable/non-renewable sources)","","AMS-III.B. (Version NA)","10310","","Korean Standards Association (KSA)","Asia","Korea (Republic of)","Republic of Korea","01 Jan 2008","01 Jan 2019","31 Dec 2028","2","08 Dec 2009","Late to Verify"
"Verified Carbon Standard","2083","Liangdu Afforestation Project","Guizhou Xinzhanxin Agricultural Technology Co., Ltd.","","Agriculture Forestry and Other Land Use","ARR","AR-ACM0003 (Version NA)","336390","","CTI Certification Co., Ltd.","Asia","Mainland China","Guizhou province","28 Apr 2015","01 Jan 2016","31 Dec 2045","1","27 Jul 2020","Withdrawn"
"Verified Carbon Standard","3859","Liangping Water Management with Rice Cultivation","Chongqing Gengfang Agricultural Development Co., Ltd.","","Agriculture Forestry and Other Land Use","ALM","AMS-III.AU. (Version NA)","59269","","China Certification Center, Inc.","Asia","Mainland China","Chongqing","18 Apr 2020","18 Apr 2020","17 Apr 2027","1","","Inactive"
"Verified Carbon Standard","2516","Lianyuan LFG Power Generation Project","Lianyuan Xinzhongshui Environmental Protection Technology Co., Ltd.","","Energy industries (renewable/non-renewable sources), Waste handling and disposal","","AMS-I.D. (Version NA), AMS-III.G. (Version NA)","40563","","China Classification Society Certification Company (CCSC)","Asia","Mainland China","Hunan Province","01 Jan 2021","01 Jan 2021","31 Dec 2030","1","04 Mar 2022","Registered"
"Verified Carbon Standard","4366","Lianyungang AWMS GHG Mitigation Project in Jiangsu Province","Muyuan Foods Co., Ltd.","","Energy industries (renewable/non-renewable sources), Livestock, enteric fermentation, and manure management, Waste handling and disposal","","ACM0010 (Version NA)","99768","","CTI Certification Co., Ltd.","Asia","Mainland China","Jiangsu","17 Sep 2021","17 Sep 2021","16 Sep 2031","1","","Withdrawn"
"Verified Carbon Standard","3940","Lianzhou Landfill Gas Power Generation Project","Lianzhou Dongkang Renewable Energy Technology Co., Ltd.","","Energy industries (renewable/non-renewable sources), Waste handling and disposal","","ACM0001 (Version 19)","82464","","LGAI Technological Center, S.A. (Applus+ Certification)","Asia","Mainland China","Guangdong Province","01 Jun 2021","01 Jun 2021","31 May 2028","1","21 Jun 2023","Registered"
"Verified Carbon Standard","4359","Liaoning Anshan Swine Farm AWMS Project","Muyuan Foods Co., Ltd.","","Energy industries (renewable/non-renewable sources), Livestock, enteric fermentation, and manure management, Waste handling and disposal","","ACM0010 (Version NA)","119382","","CTI Certification Co., Ltd.","Asia","Mainland China","Liaoning","24 Sep 2021","24 Sep 2021","23 Sep 2031","1","","Withdrawn"
"Verified Carbon Standard","991","Liaoning Changqing Cement 9MW Waste Heat Power Project","TCC Liaoning Cement Company Limited (PP)","","Manufacturing industries","","ACM0012 (Version 4)","51341","","Korea Testing and Research (KTR)","Asia","Mainland China","Dengta City, Liaoning Province","31 Mar 2011","01 Nov 2011","31 Oct 2021","1","13 Mar 2013","Late to Verify"
"Verified Carbon Standard","714","Liaoning Changtu Shihu Wind Power Project","Tieling Longyuan Wind Power Co., Ltd. (PP)","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version NA)","115689","","Det Norske Veritas Climate Change Services AS (DNV)","Asia","Mainland China","Liaoning Province","01 Aug 2008","01 Oct 2008","30 Sep 2018","1","29 Nov 2011","Registered"
"Verified Carbon Standard","507","Liaoning Faku Baijiagou Wind Power Project","Shenyang Longyuan Wind Power Co., Ltd. (PP)","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version NA)","124125","","Bureau Veritas India Private Limited","Asia","Mainland China","Liaoning Province","01 Jan 2009","01 Jan 2009","31 Dec 2018","1","06 Apr 2020","Registered"
"Verified Carbon Standard","505","Liaoning Faku Heping Wind Power Project","Shenyang Longyuan Wind Power Co., Ltd. (PP)","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version 7)","121506","","Bureau Veritas India Private Limited","Asia","Mainland China","Liaoning","01 Jan 2009","01 Jan 2009","31 Dec 2018","1","04 Jun 2020","Registered"
"Verified Carbon Standard","660","Liaoning Faku Wanghaisi East Wind Power Project","Shenyang Longyuan Wind Power Co., Ltd. (PP)","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version 7)","54606","","Bureau Veritas India Private Limited","Asia","Mainland China","Liaoning Province","01 Jan 2008","01 Aug 2009","31 Jul 2016","1","06 Apr 2020","Registered"
"Verified Carbon Standard","2012","Liaoning Fuxin Gaoshanzi 100.5MW Wind Power Project","Huaneng New Energy Industrial Co., Ltd","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version NA)","220542","","LGAI Technological Center, S.A. (Applus+ Certification)","","Mainland China","","11 Jul 2010","","","","","Withdrawn"
"Verified Carbon Standard","970","Liaoning Guben Wind Power Project","China Resources Wind Power (Fuxin) Co., Ltd.","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version NA)","96429","","TUV Rheinland (China) Ltd.","Asia","Mainland China","Fuxin City, Liaoning Province","30 Jun 2011","01 Jul 2019","30 Jun 2026","2","07 Feb 2013","Late to Verify"
"Verified Carbon Standard","4363","Liaoning Heishan Animal Waste Management Systems Biogas Recovery Project","Muyuan Foods Co., Ltd.","","Energy industries (renewable/non-renewable sources), Livestock, enteric fermentation, and manure management, Waste handling and disposal","","ACM0010 (Version NA)","101640","","China Certification Center, Inc.","Asia","Mainland China","Liaoning","20 Sep 2021","20 Sep 2021","19 Sep 2031","1","","Withdrawn"
"Verified Carbon Standard","49","Liaoning Huanren Niumaodashan Wind Power Project","CASC Longyuan (Benxi) Wind Power Co., Ltd. (PP)","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version 6)","61739","","Det Norske Veritas Climate Change Services AS (DNV)","Asia","Mainland China","Liaoning Province","07 Dec 2006","07 Dec 2006","06 Dec 2016","1","06 Apr 2020","Registered"
"Verified Carbon Standard","539","Liaoning Kangping Furaoshan Wind Power Project","Shenyang Longyuan Hero Asia Wind Power Co.,Ltd. (PP)","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version NA)","111719","","Det Norske Veritas Climate Change Services AS (DNV)","Asia","Mainland China","Liaoning Province","27 Feb 2008","27 Feb 2008","26 Feb 2015","1","06 Apr 2020","Registered"
"Verified Carbon Standard","2698","Liaoning Kangping IFM (conversion of logged to protected forest) Project","Kangping County Liaobei Seedling Development Co., Ltd.","","Agriculture Forestry and Other Land Use","IFM","VM0010 (Version 1.3)","27672","","","Asia","Mainland China","Liaoning Province","01 Jan 2018","01 Jan 2018","31 Dec 2037","1","","Rejected by Administrator"
"Verified Carbon Standard","4362","Liaoning Liaoyang Taizihe AWMS GHG Mitigation Project","Muyuan Foods Co., Ltd.","","Livestock, enteric fermentation, and manure management, Waste handling and disposal","","AMS-III.D. (Version NA)","27999","","CTI Certification Co., Ltd.","Asia","Mainland China","Liaoning","29 Sep 2021","29 Sep 2021","28 Sep 2031","1","","Withdrawn"
"Verified Carbon Standard","950","Liaoning Linghai Nanxiaoliu Wind Farm Project","Guodian Linghai Wind Power Co., Ltd","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version NA)","122764","","SGS United Kingdom Ltd. (SGS)","Asia","Mainland China","Liaoning","15 Aug 2008","01 Oct 2017","30 Sep 2024","2","06 Apr 2020","Late to Verify"
"Verified Carbon Standard","951","Liaoning Linghai Shengli Wind Farm Project","Guodian Linghai Wind Power Co., Ltd","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version NA)","116862","","SGS United Kingdom Ltd. (SGS)","Asia","Mainland China","Liaoning Province","01 Jan 2009","01 Oct 2017","30 Sep 2024","2","06 Apr 2020","Late to Verify"
"Verified Carbon Standard","4830","Liaoning Sengda Waste Plastic Recycling Project","Liaoning Sengda Environmental Resources Group Co., Ltd.","","Waste handling and disposal","","VMR0007 (Version 1)","54031","","LGAI Technological Center, S.A. (Applus+ Certification)","","Mainland China","Liaoning Province","01 Jun 2022","01 Jun 2022","31 May 2032","1","17 Mar 2025","Registered"
"Verified Carbon Standard","4364","Liaoning Shenyang Kangping Swine Farm AWMS Biogas Recovery Project","Muyuan Foods Co., Ltd.","","Energy industries (renewable/non-renewable sources), Livestock, enteric fermentation, and manure management, Waste handling and disposal","","AMS-III.D. (Version NA)","100272","","CTI Certification Co., Ltd.","Asia","Mainland China","Liaoning","30 Sep 2021","30 Sep 2021","29 Sep 2031","1","","Withdrawn"
"Verified Carbon Standard","3","Liaoning Xingcheng Haibin Wind Farm Project","Hefeng Taoyuan Hydropower Co., Ltd.","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version NA)","122340","","Tuev Sued Industrie Service GmbH (Tuev Sued)","","Mainland China","Liaoning Province","02 Nov 2007","","","","06 Apr 2020","Late to Verify"
"Verified Carbon Standard","952","Liaoning Xingcheng Liutaizi Wind Farm Project","Guodian Xingcheng Wind Power Co., Ltd","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version NA)","117731","","TÜV NORD CERT GmbH","Asia","Mainland China","Xingcheng City, Liaoning Province","11 Apr 2008","01 Jul 2017","30 Jun 2024","2","06 Apr 2020","Late to Verify"
"Verified Carbon Standard","2951","Liaoning Xinwang Swine Farm Manure Management System GHG Mitigation Project","Kangping Xinwang agriculture and animal husbandry Co., Ltd.","","Energy industries (renewable/non-renewable sources), Livestock, enteric fermentation, and manure management, Waste handling and disposal","","ACM0010 (Version 8)","201850","","CTI Certification Co., Ltd.","Asia","Mainland China","Liaoning Province","01 Aug 2020","01 Aug 2020","31 Jul 2027","1","12 Dec 2022","Registered"
"Verified Carbon Standard","2893","Liaoyuan Afforestation Project","Envision Energy Co. Ltd","","Agriculture Forestry and Other Land Use","ARR","AR-ACM0003 (Version NA)","87387","","TÜV NORD CERT GmbH","Asia","Mainland China","Jilin Province","12 Sep 2017","12 Sep 2017","11 Sep 2047","1","","Pipeline listing (under development) approved"
"Verified Carbon Standard","76","Liaoyuan Jingang cement Waste Heat Recovery","Liaoyuan Jingang Cement (Holding) Co., Ltd.","","Energy industries (renewable/non-renewable sources)","","ACM0012 (Version NA)","100636","","Det Norske Veritas Climate Change Services AS (DNV)","Asia","Mainland China","Jilin","29 Sep 2006","29 Sep 2020","28 Sep 2027","3","15 Jun 2009","Late to Verify"
