,Project ID,Project Name,Country,Other Countries Involved,Methodology,Project Size,Investment Analysis Option,Barrier Analysis,Emission Factor Data Vintage,Emission Factor Weights,Validator,Estimated Emission Reductions,Actual Emission Reductions
0,IGES06570,Gansu Zhuoni Niuzi 30MW Hydropower Project,China,"Netherlands, Kingdom of the",ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.25:0.75,DNV-CUK,1605721.5616438356,696212.0
4591,IGES04196,Sichuan Langzhong City Baoning Hydropower Project,China,Switzerland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.5:0.5,KFQ,8977558.087671233,0.0
4592,IGES02760,Guohua Wulate Houqi Saiwusu Phase I Wind Farm Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,SGS,2466869.9999999995,0.0
4593,IGES01113,10 MW Biomass Power Project by Shalivahana (Biomass) Power Projects Limited,India,"Netherlands, Kingdom of the",AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.5:0.5,DNV,386040.0,0.0
4594,IGES08486,Gansu Jinta Photovoltaic Power Project,China,United Kingdom of Great Britain and Northern Ireland,AMS-ID;,SMALL,None,Specific small scale,ex ante,0.75:0.25,JCI,298284.0,0.0
4595,IGES08381,Shenneng North Keyouqianqi Phase I Wind Farm Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,BVQI,2429468.9999999995,330282.0
4596,IGES03690,"Orissa Lighting Energy Efficiency Project (OLEEP) in Bolangir & Titilagarh Divisions,Orissa, India",India,United Kingdom of Great Britain and Northern Ireland,AMS-IIJ;,SMALL,None,done,ex ante,0.5:0.5,DNV,101510.0,0.0
4597,IGES08709,Clean Energy generation from wind energy in the state of Andhra Pradesh.,India,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.75:0.25,BVQI,122379.99999999997,52769.0
4598,IGES08433,Ia Grai 1 Hydropower Project,Viet Nam,Switzerland,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.5:0.5,SQS,459227.99999999994,0.0
4599,IGES08321,"Eshan Wind Power Project in Haiyang city Shandong province, China",China,Germany,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,CEC,1949850.0000000002,0.0
4600,IGES04322,Sunan Baiquanmen I&II Bundle Small Hydropower Project in Gansu Province,China,United Kingdom of Great Britain and Northern Ireland,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.5:0.5,DNV,633675.0,0.0
4601,IGES02963,Hunan Xupu Zhuxijiang 10 MW Hydro Power Project,China,United Kingdom of Great Britain and Northern Ireland,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.5:0.5,RWTUV,610528.6410958903,23033.0
4602,IGES01258,"23.1 MW Wind power project in Telagi, Karnataka",India,Multiple Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,RWTUV,594742.898630137,376363.0
4603,IGES02958,Hunan Taojiang Baizhuzhou Hydroelectric Project,China,Germany,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.5:0.5,TUEV-RHEIN,3517836.0,0.0
4604,IGES01075,"1 MW Sirindhorn Solar Cell, Thailand",Thailand,No Additional Countries,AMS-ID;,SMALL,None,Specific small scale,ex ante,0.75:0.25,BVQI,7010.0,0.0
4605,IGES02068,Chongqing Wuxi Yushan 4.8MW Hydro Power Project,China,Multiple Additional Countries,AMS-ID;,SMALL,None,Micro,ex ante,0.5:0.5,RWTUV,407369.1397260274,1905.0
4606,IGES09475,Guangxi Yulin Darongshan 25.5MW Wind Power Project,China,Finland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,CEC,420540.00000000006,0.0
4607,IGES01465,"8.3 MW Wind Electricity Generation Project by Parakh Agro Industries Limited in Dhule, Maharashtra",India,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.75:0.25,PJR CDM,127450.00000000001,0.0
4608,IGES02759,Guohua Tongliao Kezuozhongqi Qiansijing Wind Farm Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,ERM-CVS,2305155.698630137,183407.0
4609,IGES04348,Ta Loi 3 Hydropower Project,Viet Nam,Switzerland,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.5:0.5,KEMCO,359272.8657534247,0.0
4610,IGES01349,"4.95 MW Bundled Wind Power Project in Theni, Tamilnadu, India",India,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.75:0.25,RWTUV,123279.99999999996,0.0
4611,IGES04847,Zhenxiong County Pingzi Hydropower Project,China,United Kingdom of Great Britain and Northern Ireland,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.5:0.5,CEC,1109178.0,0.0
4612,IGES01936,Bundled Wind Project Activity by Sri Venkateswara Pipes Limited and Sri KPR Infra and Projects Limited,India,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.75:0.25,RWTUV,102340.0,0.0
4613,IGES03415,Malong River 2# Hydropower Project,China,Switzerland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.5:0.5,RWTUV,807744.3671232876,0.0
4614,IGES04241,Sihui Junma Cement Waste Heat Recovery Project,China,United Kingdom of Great Britain and Northern Ireland,AM0024;,LARGE,Benchmark Analysis,None,ex ante,0.5:0.5,DNV,290789.6465753425,0.0
4615,IGES02434,Fil-Am Foods Inc. (FFI) Methane Recovery and Electricity Generation Project,Philippines,United Kingdom of Great Britain and Northern Ireland,AMS-IF; AMS-IIID;,SMALL,None,done,ex ante,0.5:0.5,DNV,533511.5945205479,0.0
4616,IGES09212,Tianshui Kaidi Biomass Power Project,China,Switzerland,ACM0018;,LARGE,Benchmark Analysis,None,ex ante,0.5:0.5,CEC,3018477.0,0.0
4617,IGES09040,Beizhen Yangjiadian Wind Power Project,China,Switzerland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,CQC,2198251.753424658,0.0
4618,IGES09032,Liaoning Tieling Taizishan Wind Power Project,China,Switzerland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,CQC,2248196.268493151,0.0
4619,IGES01757,"Biogas Project at MH Bio-Ethanol Distillery, Cambodia",Cambodia,No Additional Countries,AMS-IC; AMS-IIIH;,SMALL,Benchmark Analysis,done,ex ante,0.5:0.5,KEMCO,1221066.0,40685.0
4620,IGES04822,Yunxi Cascade Hydropower Project in Chun’an,China,United Kingdom of Great Britain and Northern Ireland,ACM0002; AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.5:0.5,TUEV-RHEIN,198282.0,0.0
4621,IGES08978,Heilongjiang Dabaishan Wind Power Project,China,Austria,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,BVQI,2389250.6684931507,73829.0
4622,IGES08591,Inner Mongolia China Water Group Huade Sandaogou Wind Farm 49.5MW Project,China,Multiple Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,TUEV-RHEIN,924030.0,234267.0
4623,IGES04769,Yunnan Jiduhe Cascade IV Hydropower Project,China,Switzerland,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.5:0.5,TUEV-RHEIN,750889.9506849315,0.0
4624,IGES03435,Mashan Wastewater Treatment Project,China,United Kingdom of Great Britain and Northern Ireland,AMS-IC; AMS-IIIH;,SMALL,Benchmark Analysis,done,ex ante,0.5:0.5,TUEV-SUED,286828.5616438356,0.0
4625,IGES00689,Ningxia Shizuishan 10MWP Photovoltaic Power Generation Project,China,United Kingdom of Great Britain and Northern Ireland,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.75:0.25,DNV,276459.0630136987,0.0
4626,IGES01431,"7 MW Hydel Based Power Unit on River Jatashankari, Chhattisgarh",India,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.5:0.5,DNV,482097.00000000006,0.0
4627,IGES02555,Gansu Heihe Baopinghe Hydropower Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.5:0.5,TUEV-SUED,3398840.0,184645.0
4628,IGES01099,1.6 MW Bundled Rice Husk Based Cogeneration Plant by M/s Milkfood Limited in Patiala (Punjab) & Moradabad (U.P) Districts,India,No Additional Countries,AMS-IC; AMS-ID;,SMALL,None,done,ex ante,0.5:0.5,RWTUV,697110.9369863013,128899.0
4629,IGES08442,Nhan Hac and Sao Va Hydropower Project,Viet Nam,Switzerland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.5:0.5,CEC,2277345.0,0.0
4630,IGES08250,Galiuhe Yiji and Erji Bundled Hydropower Project in Sichuan Province,China,"Netherlands, Kingdom of the",AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.5:0.5,TECO,922362.0,0.0
4631,IGES08249,Mianning County Longjiagou Hydropower Project,China,"Netherlands, Kingdom of the",AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.5:0.5,TECO,417018.00000000006,0.0
4632,IGES01110,10 MW Biomass based Power Plant by Sanjog Sugars & Eco-Power Private Limited,India,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.5:0.5,LRQA,518171.9260273973,0.0
4633,IGES08291,Ninglang County Shenjiacun Hydro Power Project,China,Switzerland,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.5:0.5,RINA,469339.10136986297,0.0
4634,IGES00691,Ningxia Qingshan Windpower Guodian Phase II 49.5MW Project,China,Switzerland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,TUEV-RHEIN,1901739.0,0.0
4635,IGES04122,Shanxi Huairen Chaigou Coal Mine Ventilation Air Methane Destruction Project,China,No Additional Countries,ACM0008;,LARGE,Benchmark Analysis,None,ex ante,0.5:0.5,TUEV-SUED,4989915.0,0.0
4636,IGES01866,"BRT Macrobus Guadalajara, Mexico",Mexico,Spain,AM0031;,LARGE,None,done,N.A.,0.5:0.5,SQS,1141813.9452054794,4710.0
4637,IGES00732,Al-Sindian 13 MW Natural Gas based Cogeneration Package Project.,Egypt,No Additional Countries,AM0014;,LARGE,None,done,ex ante,0.5:0.5,DNV,533133.5452054795,0.0
4638,IGES03039,Inner Mongolia Helin 49.5 MW Wind Power Project,China,Austria,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,DNV,2378308.2410958903,79835.0
4639,IGES08541,Jiaozuo Zhouliu MSW Landfill site LFG Recovery to power project,China,Luxembourg,AMS-ID; AMS-IIIG;,SMALL,Benchmark Analysis,done,ex ante,0.5:0.5,SGS,291209.7616438356,319339.0
4640,IGES08540,Anyang Tanggou MSW landfill site LFG recovery to power project,China,Luxembourg,ACM0001;,LARGE,Benchmark Analysis,None,ex ante,0.5:0.5,SGS,511550.1123287671,538967.0
4641,IGES00635,Shandong Wulian Dongfeng Phase I Wind Power Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,BVQI,1857744.0,0.0
4642,IGES03225,Khao Kor wind farm project,Thailand,France,ACM0002;,LARGE,Benchmark Analysis,None,N.A.,0.75:0.25,RWTUV,1172514.0,0.0
4643,IGES08523,Shandong Dongxing Wind Farm Phase II Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,DNV,1891212.701369863,0.0
4644,IGES02523,Fujian Shanghang Jiantou 9.8 MW hydropower Station Project,China,Italy,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.5:0.5,TUEV-SUED,462858.3780821918,0.0
4645,IGES08341,Manzhouli Shenneng North Windfarm Project,China,Multiple Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,BVQI,2419809.0,338696.0
4646,IGES00999,Mashad landfill gas to energy project,"Iran, Islamic Republic of","Netherlands, Kingdom of the",ACM0001;,LARGE,Benchmark Analysis,done,ex ante,0.5:0.5,SGS,809941.8410958904,0.0
4647,IGES02235,Dongkeng Bundled Small Hydropower Project in Longquan,China,United Kingdom of Great Britain and Northern Ireland,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.5:0.5,TUEV-SUED,372225.0,0.0
4648,IGES08362,Guizhou Jinqiao Coal Mine CMM Utilization Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0008;,LARGE,Benchmark Analysis,None,ex ante,0.5:0.5,TUEV-SUED,1276009.4958904106,0.0
4649,IGES08299,Shaanxi Caoshanliang Wind Power Project,China,Switzerland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,DNV,1903146.0,45583.0
4650,IGES02739,Guizhou Huidong Hydropower Project,China,Sweden,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.5:0.5,DNV,2966292.0,0.0
4651,IGES03422,Manzhouli Shennengyuan Windfarm Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,BVQI,1017834.7726027397,146352.0
4652,IGES01278,3 MW Hydro Power Project by Oreva Energy Pvt. Ltd.,India,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.5:0.5,SGS,105999.03287671233,31032.0
4653,IGES01108,"10 MW Biomass based power Plant at Pollachi,Coimbatore district, Tamil Nadu",India,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.5:0.5,DNV,986771.7205479451,0.0
4654,IGES01438,7.5 MW Biomass Based Power Plant,India,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.5:0.5,BVQI,286668.5178082192,27018.0
4655,IGES04807,Yunnan Yingjiang Xiangbai River Lushan Hydropower Station,China,"Netherlands, Kingdom of the",AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.5:0.5,TUEV-SUED,956779.8082191781,0.0
4656,IGES08710,Yunnan Baoshan Dengke Hydropower Project,China,Switzerland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.5:0.5,JACO,7109949.0,0.0
4657,IGES08557,TACNA SOLAR 20 TS: 20 MW Solar Photovoltaic Power Plant,Peru,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex post,0.75:0.25,TUEV-SUED,714126.0000000001,0.0
4658,IGES08533,Wind Farm Kosava I+II,Serbia,Liechtenstein,ACM0002;,LARGE,None,done,ex ante,0.75:0.25,GLC,9652062.0,0.0
4659,IGES08446,Sunan Baiquanmen III&IV Bundle Small Hydropower Project in Gansu Province,China,United Kingdom of Great Britain and Northern Ireland,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.5:0.5,DNV,738351.3150684931,0.0
4660,IGES04672,Wulate Zhongqi Chuanjing Wind Farm Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,ERM-CVS,2248616.323287671,116848.0
4661,IGES04751,Yunnan Baoshan Baihuashu Hydropower Bundled Project,China,United Kingdom of Great Britain and Northern Ireland,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.5:0.5,TUEV-RHEIN,467039.99999999994,0.0
4662,IGES03337,Liaoning Jianping Longgang Wind Power Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,RWTUV,2304252.5808219183,0.0
4663,IGES02845,Heilongjiang Wangyunfeng Wind Power Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,BVQI,2592368.1643835614,72155.0
4664,IGES08536,China Power Investment Corporation Ningxia Zhongwei Xiangshan Phase II Wind-farm Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,RWTUV,1913433.5999999999,0.0
4665,IGES08530,Wind Farm Plandiste 1,Serbia,Liechtenstein,ACM0002;,LARGE,None,done,ex ante,0.75:0.25,GLC,6977061.0,0.0
4666,IGES04450,TV Daklak Wastewater Treatment and Methane Recovery Project,Viet Nam,United Kingdom of Great Britain and Northern Ireland,AMS-IC; AMS-IIIH;,SMALL,Benchmark Analysis,done,ex ante,0.5:0.5,RWTUV,482522.16164383566,0.0
4667,IGES04794,Yunnan Shidi River 1st Level 30MW Hydropower Project,China,Germany,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.5:0.5,RWTUV,2078809.1726027397,0.0
4668,IGES08763,Gansu Mingjiazhuang Hydropower Project of China,China,United Kingdom of Great Britain and Northern Ireland,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.5:0.5,DNV,752339.1397260274,0.0
4669,IGES01980,CDM Project of Pig-Raising Base Methane Recovery and Utilization in Jinxian of Jiangxi Province,China,United Kingdom of Great Britain and Northern Ireland,AMS-ID; AMS-IIID;,SMALL,Benchmark Analysis,done,ex ante,0.5:0.5,TUEV-RHEIN,243830.0,0.0
4670,IGES08525,Inner Mongolia Wutaohai South Phase II Wind Power Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,TUEV-RHEIN,2511444.608219178,106593.0
4671,IGES04619,Wind based power project in Maharashtra by Siddhayu Ayurvedic Research Foundation Pvt. Ltd.,India,Sweden,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.75:0.25,SGS,218129.74520547944,192271.0
4672,IGES08658,Sichuan Jinchuan Taiyang River 21MW Hydropower Project,China,Sweden,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.5:0.5,ERM-CVS,1426065.0246575344,0.0
4673,IGES09000,Jilin Daan Honggangzi Wind Power Project,China,Switzerland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,CEC,1974089.5123287672,0.0
4674,IGES02751,Guodian UPC Kangping Haoguan 49.5 MW Wind Farm Liaoning,China,United Kingdom of Great Britain and Northern Ireland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,ERM-CVS,2271530.3123287675,0.0
4675,IGES03537,Mpererwe Landfill Gas Project,Uganda,"Netherlands, Kingdom of the",AMS-IIIG;,SMALL,Simple Cost Analysis,done,N.A.,N.A.,AENOR,182609.99999999997,0.0
4676,IGES02053,China Resources Penglai Daxindian Wind Power Project Phase I,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,DNV,1866324.4547945207,0.0
4677,IGES02033,Changge Hengguang Biomass Power Generation Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0018;,LARGE,Benchmark Analysis,None,ex ante,0.5:0.5,RWTUV,2189661.6328767124,236791.0
4678,IGES08364,Sichuan Hongqiba Small Hydropower Project,China,Switzerland,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.5:0.5,TUEV-SUED,190448.99999999997,0.0
4679,IGES00644,Guangxi Changtang Hydropower Project,China,Switzerland,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.5:0.5,RINA,461682.2246575343,0.0
4680,IGES02662,"Grid Connected Bundled Wind Power Project in Jaisalmer, Rajasthan, India",India,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.75:0.25,LRQA,161304.18082191783,0.0
4681,IGES02181,Dak Sin 1 Hydropower Project,Viet Nam,"Netherlands, Kingdom of the",ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.5:0.5,RWTUV,600190.0,0.0
4682,IGES08526,Reduction of Methane Leakages in the Gas Distribution Networks operated by the company JP Serbiagas,Serbia,United Kingdom of Great Britain and Northern Ireland,AM0023;,LARGE,None,done,N.A.,N.A.,ERM-CVS,5819423.926027398,0.0
4683,IGES03671,Ordos Future Resource Biomass Cogeneration Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0006;,LARGE,Benchmark Analysis,None,ex ante,0.5:0.5,TUEV-RHEIN,2767510.0109589035,0.0
4684,IGES04195,Sichuan Keguang 3rd Level Hydropower Project,China,Switzerland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.5:0.5,CEC,878140.5205479453,347596.0
4685,IGES09027,Huaneng Geermu Solar Power Generation Project,China,Switzerland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,RWTUV,646884.3835616439,0.0
4686,IGES08908,Huaneng International Huade Daditaihong Wind Power Farm Phase II 49.5 MW Project,China,Switzerland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,CEC,2204699.594520548,0.0
4687,IGES08515,CECIC Inner Mongolia Wulanchabu Xinghe Phase I Wind Farm Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,BVQI,2250296.5424657534,285703.0
4688,IGES08303,Huadian Gansu Jiayuguan 10MWp Grid-connected Photovoltaic Power Project,China,United Kingdom of Great Britain and Northern Ireland,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.75:0.25,GLC,307648.13150684925,0.0
4689,IGES01572,Anhui Laian Longtougang Wind Power Project,China,Austria,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,DNV,1701263.9232876713,73060.0
4690,IGES04643,"Wind Power Project by National Enterprises at Tamil Nadu, India",India,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.75:0.25,RINA,68198.67945205478,44379.0
4691,IGES08331,Anhui Laian Baoshan Wind Power Project,China,Austria,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,DNV,1608935.8794520549,63978.0
4692,IGES03414,Malong River 1# Hydropower Project,China,Switzerland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.5:0.5,RWTUV,1062276.5698630137,0.0
4693,IGES01179,15 MW Wind Power Project by Shriram Leitwind Ltd.,India,United Kingdom of Great Britain and Northern Ireland,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.75:0.25,RWTUV,682988.0931506848,0.0
4694,IGES01892,Bundled 9.00 MW Wind Power Generation Project by Gangadhar Narsingdas Agrawal Group,India,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.75:0.25,RWTUV,176768.41643835622,132217.0
4695,IGES08545,Jilin Yanbian Helong Zhenfeng Wind Power Project,China,Switzerland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,DNV,2448667.419178082,0.0
4696,IGES08295,Gansu Yongdeng Longlin Hydro Power Project,China,Sweden,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.5:0.5,RWTUV,975367.2328767123,0.0
4697,IGES08734,Nam Nua Hydropower Project,Viet Nam,United Kingdom of Great Britain and Northern Ireland,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.5:0.5,RWTUV,486570.0,0.0
4698,IGES08684,Gansu Machangshan 49.5MW Wind Power Project,China,Sweden,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,BVQI,1794033.0246575342,0.0
4699,IGES01001,"Methane recovery in wastewater treatment in Famailla fruit processing plant, Tucuman, Argentina",Argentina,No Additional Countries,AMS-IIIH;,SMALL,Investment Comparison Analysis,done,ex ante,0.5:0.5,RWTUV,203012.48219178081,0.0
4700,IGES08899,Huzhu Tu Autonomous County Solar Cooker Project,China,"Netherlands, Kingdom of the",AMS-IC;,SMALL,Simple Cost Analysis,done,N.A.,N.A.,CQC,1411696.6602739731,0.0
4701,IGES00685,Bundled Grid Connected Wind Power Project in Tamilnadu by Shri Ramalinga Mills Limited,India,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.75:0.25,BVQI,304083.28767123295,0.0
